26.2889308929,-1.26745355129,71.9656982422
26.2900600433,-1.25995206833,71.9672393799
26.292131424,-1.2640402317,71.9650497437
26.2839641571,-1.26345252991,71.9679641724
26.292131424,-1.2640402317,71.9650497437
26.2857723236,-1.26070272923,71.968170166
26.2882537842,-1.26270282269,71.9670333862
26.286447525,-1.26545262337,71.9668273926
26.292131424,-1.2640402317,71.9650497437
26.2903251648,-1.26678991318,71.96484375
26.292131424,-1.2640402317,71.9650497437
26.292131424,-1.2640402317,71.9650497437
26.2882537842,-1.26270282269,71.9670333862
26.2943935394,-1.26238679886,71.970741272
26.2889308929,-1.26745355129,71.9656982422
26.2925415039,-1.26195299625,71.9661102295
26.2946109772,-1.26604104042,71.9639205933
26.2907352448,-1.2647036314,71.9659042358
26.292131424,-1.2640402317,71.9650497437
26.2882537842,-1.26270282269,71.9670333862
26.2907352448,-1.2647036314,71.9659042358
26.2907352448,-1.2647036314,71.9659042358
26.2889308929,-1.26745355129,71.9656982422
26.2964172363,-1.26329040527,71.9641265869
26.2889308929,-1.26745355129,71.9656982422
26.2882537842,-1.26270282269,71.9670333862
26.2907352448,-1.2647036314,71.9659042358
26.2887153625,-1.26379930973,71.9725189209
26.2907352448,-1.2647036314,71.9659042358
26.286233902,-1.26179850101,71.9736557007
26.2925415039,-1.26195299625,71.9661102295
26.286863327,-1.26336634159,71.9678878784
26.2925872803,-1.26513659954,71.9705352783
26.2887153625,-1.26379930973,71.9725189209
26.2905197144,-1.26104950905,71.9727325439
26.2918720245,-1.27055096626,71.9700546265
26.2887153625,-1.26379930973,71.9725189209
26.2950706482,-1.26713752747,71.9694061279
26.2911968231,-1.26580023766,71.9713897705
26.2950706482,-1.26713752747,71.9694061279
26.2887153625,-1.26379930973,71.9725189209
26.2911968231,-1.26580023766,71.9713897705
26.2909812927,-1.26214683056,71.9782180786
26.289390564,-1.26855003834,71.9711837769
26.2930011749,-1.26305043697,71.9715957642
26.2925872803,-1.26513659954,71.9705352783
26.286233902,-1.26179850101,71.9736557007
26.2911968231,-1.26580023766,71.9713897705
26.2848415375,-1.26246106625,71.9745101929
26.2891273499,-1.26171302795,71.9735870361
26.2869091034,-1.26654922962,71.9723129272
26.2880401611,-1.25904858112,71.9738616943
26.2887153625,-1.26379930973,71.9725189209
26.286233902,-1.26179850101,71.9736557007
26.2843799591,-1.26136553288,71.9690246582
26.2830352783,-1.26521086693,71.9743041992
26.2848415375,-1.26246106625,71.9745101929
26.2830352783,-1.26521086693,71.9743041992
26.2887153625,-1.26379930973,71.9725189209
26.2844276428,-1.2645483017,71.973449707
26.2869091034,-1.26654922962,71.9723129272
26.2869091034,-1.26654922962,71.9723129272
26.2830352783,-1.26521086693,71.9743041992
26.2848415375,-1.26246106625,71.9745101929
26.2812271118,-1.26796162128,71.9740982056
26.2887153625,-1.26379930973,71.9725189209
26.2887153625,-1.26379930973,71.9725189209
26.2844276428,-1.2645483017,71.973449707
26.2887153625,-1.26379930973,71.9725189209
26.2848415375,-1.26246106625,71.9745101929
26.287322998,-1.26446294785,71.9733810425
26.2855148315,-1.26721274853,71.9731674194
26.2848415375,-1.26246106625,71.9745101929
26.2911968231,-1.26580023766,71.9713897705
26.2844276428,-1.2645483017,71.973449707
26.2887153625,-1.26379930973,71.9725189209
26.287322998,-1.26446294785,71.9733810425
26.2909812927,-1.26214683056,71.9782180786
26.289390564,-1.26855003834,71.9711837769
26.2848415375,-1.26246106625,71.9745101929
26.2911968231,-1.26580023766,71.9713897705
26.2855148315,-1.26721274853,71.9731674194
26.2887153625,-1.26379930973,71.9725189209
26.287322998,-1.26446294785,71.9733810425
26.286693573,-1.26289498806,71.9791412354
26.2855148315,-1.26721274853,71.9731674194
26.287322998,-1.26446294785,71.9733810425
26.2911968231,-1.26580023766,71.9713897705
26.2855148315,-1.26721274853,71.9731674194
26.2911968231,-1.26580023766,71.9713897705
26.2891769409,-1.26489675045,71.978012085
26.2891769409,-1.26489675045,71.978012085
26.2891769409,-1.26489675045,71.978012085
26.2873706818,-1.26764655113,71.9777984619
26.293050766,-1.26623404026,71.976020813
26.2855148315,-1.26721274853,71.9731674194
26.2891769409,-1.26489675045,71.978012085
26.287322998,-1.26446294785,71.9733810425
26.2853012085,-1.26355850697,71.9799957275
26.2916584015,-1.26689755917,71.9768753052
26.2859783173,-1.26830923557,71.9786605835
26.2934627533,-1.26414775848,71.9770812988
26.2898025513,-1.26646375656,71.9722442627
26.2891769409,-1.26489675045,71.978012085
26.2891769409,-1.26489675045,71.978012085
26.2877826691,-1.26555931568,71.9788665771
26.2877826691,-1.26555931568,71.9788665771
26.2834949493,-1.26630830765,71.9797897339
26.2934627533,-1.26414775848,71.9770812988
26.2891769409,-1.26489675045,71.978012085
26.2891769409,-1.26489675045,71.978012085
26.2891769409,-1.26489675045,71.978012085
26.2853012085,-1.26355850697,71.9799957275
26.2914428711,-1.26324343681,71.9836959839
26.2877826691,-1.26555931568,71.9788665771
26.2895889282,-1.262809515,71.9790649414
26.2891769409,-1.26489675045,71.978012085
26.2877826691,-1.26555931568,71.9788665771
26.2909812927,-1.26214683056,71.9782180786
26.2853012085,-1.26355850697,71.9799957275
26.2914428711,-1.26324343681,71.9836959839
26.2859783173,-1.26830923557,71.9786605835
26.2871074677,-1.26080858707,71.9802017212
26.2916584015,-1.26689755917,71.9768753052
26.2834949493,-1.26630830765,71.9797897339
26.2902641296,-1.26756119728,71.9777297974
26.2859783173,-1.26830923557,71.9786605835
26.2882423401,-1.2666567564,71.9843444824
26.2841720581,-1.27105903625,71.9784469604
26.2839546204,-1.26740562916,71.9852752686
26.2859783173,-1.26830923557,71.9786605835
26.2827777863,-1.27172255516,71.979309082
26.2859783173,-1.26830923557,71.9786605835
26.2846317291,-1.2721555233,71.9839401245
26.2864360809,-1.26940655708,71.9841461182
26.2846317291,-1.2721555233,71.9839401245
26.2839546204,-1.26740562916,71.9852752686
26.2903137207,-1.27074480057,71.9821548462
26.2864360809,-1.26940655708,71.9841461182
26.2878303528,-1.26874303818,71.983291626
26.2839546204,-1.26740562916,71.9852752686
26.2882423401,-1.2666567564,71.9843444824
26.2839546204,-1.26740562916,71.9852752686
26.2800827026,-1.26606667042,71.9872665405
26.2882423401,-1.2666567564,71.9843444824
26.2839546204,-1.26740562916,71.9852752686
26.2839546204,-1.26740562916,71.9852752686
26.2839546204,-1.26740562916,71.9852752686
26.2864360809,-1.26940655708,71.9841461182
26.2825622559,-1.26806843281,71.9861297607
