%time,field.transforms0.header.seq,field.transforms0.header.stamp,field.transforms0.header.frame_id,field.transforms0.child_frame_id,field.transforms0.transform.translation.x,field.transforms0.transform.translation.y,field.transforms0.transform.translation.z,field.transforms0.transform.rotation.x,field.transforms0.transform.rotation.y,field.transforms0.transform.rotation.z,field.transforms0.transform.rotation.w
1445255269993249893,0,1445255269992488646,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270013243913,0,1445255270012485940,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270033238887,0,1445255270032483180,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270054291963,0,1445255270053490909,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270074054956,0,1445255270073316189,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270094103097,0,1445255270093356456,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270114065885,0,1445255270113324419,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270134179115,0,1445255270133360386,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270154114007,0,1445255270153345472,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270173096895,0,1445255270172314982,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270193098068,0,1445255270192349295,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270213085889,0,1445255270212343673,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270232984066,0,1445255270232254081,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270253983974,0,1445255270253231792,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270273909091,0,1445255270273233692,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270293984889,0,1445255270293251734,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270314018011,0,1445255270313258655,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270333969116,0,1445255270333231784,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270354007005,0,1445255270353235037,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270372906923,0,1445255270372207910,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270392976999,0,1445255270392242669,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270412944078,0,1445255270412181646,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270432873964,0,1445255270432120719,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270452915906,0,1445255270452135894,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270473886966,0,1445255270473109721,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270492854118,0,1445255270492151911,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270512866020,0,1445255270512130593,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270532849073,0,1445255270532152959,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270552819013,0,1445255270552052392,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270572731971,0,1445255270571983551,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270592900991,0,1445255270591974286,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270612731933,0,1445255270611998812,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270632762908,0,1445255270631982916,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270652734041,0,1445255270651958883,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270673847913,0,1445255270672934089,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270692271947,0,1445255270691897868,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270712826013,0,1445255270711986617,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270732770919,0,1445255270731978675,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270752677917,0,1445255270751836723,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270772634029,0,1445255270771845850,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270792557954,0,1445255270791847424,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270812587976,0,1445255270811856209,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270832874059,0,1445255270831850141,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270852648019,0,1445255270851857187,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270873609066,0,1445255270872859465,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270892501115,0,1445255270891739411,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270912540912,0,1445255270911734626,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270932749986,0,1445255270931727215,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270952548027,0,1445255270951743217,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270972512960,0,1445255270971733806,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255270992525100,0,1445255270991730880,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271012547969,0,1445255271011756403,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271032669067,0,1445255271031726220,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271052524089,0,1445255271051726932,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271072531938,0,1445255271071732686,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271093430995,0,1445255271092722866,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271112512111,0,1445255271111723867,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271132613897,0,1445255271131598208,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271152374982,0,1445255271151604001,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271172454118,0,1445255271171616280,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271192364931,0,1445255271191601938,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271212388992,0,1445255271211602840,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271232280969,0,1445255271231478173,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271252552986,0,1445255271251563001,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271272320985,0,1445255271271476225,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271292510032,0,1445255271291538928,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271312556028,0,1445255271311544125,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271332400083,0,1445255271331490955,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271352469921,0,1445255271351494634,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271372488021,0,1445255271371547299,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271392488002,0,1445255271391545640,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271412221908,0,1445255271411408500,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271432533025,0,1445255271431435797,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271452605962,0,1445255271451414049,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271472469091,0,1445255271471410286,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271492146968,0,1445255271491354249,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271512206077,0,1445255271511401983,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271532370090,0,1445255271531418947,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271552440881,0,1445255271551440516,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271572124958,0,1445255271571294295,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271592220067,0,1445255271591251339,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271611239910,0,1445255271610319161,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271631063938,0,1445255271630280790,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271651354074,0,1445255271650227234,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271671278953,0,1445255271670282565,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271691108942,0,1445255271690203601,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271712261915,0,1445255271711298198,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271732110977,0,1445255271731182065,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271752207040,0,1445255271751160231,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
1445255271771998882,0,1445255271771124250,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0609614356095,0.998140122111
%time,field.transforms0.header.seq,field.transforms0.header.stamp,field.transforms0.header.frame_id,field.transforms0.child_frame_id,field.transforms0.transform.translation.x,field.transforms0.transform.translation.y,field.transforms0.transform.translation.z,field.transforms0.transform.rotation.x,field.transforms0.transform.rotation.y,field.transforms0.transform.rotation.z,field.transforms0.transform.rotation.w
1445255304644257068,0,1445255304643025908,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255304663552045,0,1445255304662888056,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255304683549880,0,1445255304682872817,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255304703557968,0,1445255304702880475,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255304723628997,0,1445255304722877874,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255304743654966,0,1445255304742877013,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255304762658119,0,1445255304761933039,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255304782918930,0,1445255304781949948,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255304802673101,0,1445255304801878466,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255304822947978,0,1445255304821961786,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255304842653989,0,1445255304841819649,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255304863554000,0,1445255304862809403,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255304883517980,0,1445255304882797832,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255304903484106,0,1445255304902753177,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255304923533916,0,1445255304922807144,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255304943517923,0,1445255304942803662,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255304962399005,0,1445255304961639679,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255304982634067,0,1445255304981673607,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305002580881,0,1445255305001660487,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305022303104,0,1445255305021635065,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305042404890,0,1445255305041677948,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305063405036,0,1445255305062679293,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305083551883,0,1445255305082574426,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305103292942,0,1445255305102568849,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305123650074,0,1445255305122677536,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305143281936,0,1445255305142558001,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305163270950,0,1445255305162546695,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305182539939,0,1445255305181576978,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305202542066,0,1445255305201579494,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305222501039,0,1445255305221567973,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305242486953,0,1445255305241569397,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305263283014,0,1445255305262556896,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305283338069,0,1445255305282389813,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305303333997,0,1445255305302444994,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305322487115,0,1445255305321535046,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305342192888,0,1445255305341412053,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305362312078,0,1445255305361330118,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305382201910,0,1445255305381309126,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305402050018,0,1445255305401301695,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305422036886,0,1445255305421296759,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305442173957,0,1445255305441273657,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305462359905,0,1445255305461316876,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305483047962,0,1445255305482303247,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305502239942,0,1445255305501264608,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305522205114,0,1445255305521204192,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305542211055,0,1445255305541200419,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305562143087,0,1445255305561189610,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305582166910,0,1445255305581194707,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305602137088,0,1445255305601202350,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305622181892,0,1445255305621204801,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305641963005,0,1445255305641065917,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305661793947,0,1445255305661061241,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305682964086,0,1445255305682064075,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305701947927,0,1445255305701057870,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305721824884,0,1445255305721049667,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305742026090,0,1445255305741069853,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305762020111,0,1445255305761071878,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305781852960,0,1445255305780936622,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305801909923,0,1445255305800959119,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305821927070,0,1445255305820956218,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305841893911,0,1445255305840955256,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305861640930,0,1445255305860915256,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305882936000,0,1445255305881945416,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305901670932,0,1445255305900924247,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305921535015,0,1445255305920801159,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305941772937,0,1445255305940840138,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305961522102,0,1445255305960798494,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255305981777906,0,1445255305980817933,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255306001768112,0,1445255306000823812,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255306021519899,0,1445255306020801106,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255306041640043,0,1445255306040695202,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255306061394929,0,1445255306060665004,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255306081687927,0,1445255306080711690,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255306102400064,0,1445255306101674162,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255306121401071,0,1445255306120672217,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255306141417980,0,1445255306140699639,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255306161408901,0,1445255306160690785,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255306181272983,0,1445255306180553599,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255306201270103,0,1445255306200541628,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
1445255306221270084,0,1445255306220545492,odom,base_footprint,10.2225130396,-3.62895690877,0.0,0.0,0.0,0.0612227459903,0.998124128239
